id,location_id,person_id,name,st_first,ad_hist,ad_city,post_code,coords_lat,coords_long,description,adult_child,assoc_gender,communist_party_member,communist_party_orbit,assoc_country,cntry_jamaica,cntry_grenada,cntry_usa,cntry_canada,cntry_trinidad,cntry_ghana,cntry_kenya,cntry_ethiopia,cntry_sierra_l,cntry_uk,cntry_guyana,cntry_virgin,cntry_barbados,cntry_dominica,cntry_nigeria,cntry_botswn,cntry_uganda,cntry_sa,cntry_stluc,cntry_sudan,cntry_somalia,cntry_mali,cntry_mauritius,cntry_panama,cntry_stvincent,cntry_belize,cntry_liberia,cntry_gambia,second_gen,third_gen,carib_born,namerica_born,africa_born,day_month_yr,month_yr,year_first,year_last,link,prim_source,citation,entrant
i0454,l0201,p0219,Sgt. Christopher Lipscombe,,White City Stadium,London,W12 7TS,51.513891,-0.226721,Sgt. Christopher Lipscombe was a New Jersey GI who won a services track and field championship here in 1945.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,August 1945,1945,1945,,Newspaper,(BAA August 18 1945),WW 19/02/20
i0455,l0202,p0220,Sgt. R.T. Barnes,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Sgt. R.T. Barnes was a Canadian sergeant who visited the American Liberty Club in April 1944, and asked questions to ""brain trust"" representative J.A.Clark over tea.",adult,male,,,Canada,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,April 1944,1944,1944,,Newspaper,(BAA April 29 1944),WW 19/02/20
i0456,l0202,p0221,Whelton Whittle,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"Whelton Whittle was a New York technician who was at the American Liberty Club in April 1944, and asked questions to ""brain trust"" representative J.A.Clark over tea.",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,April 1944,1944,1944,,Newspaper,(BAA April 29 1944),WW 19/02/20
i0457,l0203,p0043,George Padmore,,King's Hall,London,E1 1RD,51.514834,-0.064155,George Padmore was a Trinidadian activist who spoke here to condemn the use of Indian troops in SE Asia.,adult,male,,1,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1945,1945,,,(Sherwood 2017-18),WW 26/02/20
i0458,l0203,p0204,W.E.B. Du Bois,,King's Hall,London,E1 1RD,51.514834,-0.064155,"W.E.B. Du Bois was an American activist, historian and pan-African who spoke here to condemn the use of Indian troops in SE Asia.",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1945,1945,,,(Sherwood 2017-18),WW 26/02/20
i0459,l0204,p0003,C.L.R. James,,Narod Press,London,,51.509823,-0.123533,C.L.R. James edited the Trotskeyist publication Fight! which was published here by the Narod Press ,adult,male,1,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1936,1936,,,(Whittall 2011: 278),OA 12/03/20
i0460,l0100,p0222,Grantley Adams,,Congregational Memorial Hall,London, EC4M 7RD,51.515,-0.1042,Grantley Adams was a Barbadian politician who travelled to London in 1937 and gave a talk here at an event about labour unrest in the Caribbean organized by the LCP,adult,male,,,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1937,1937,,,(Whittall 2011: 314),OA 12/03/20
i0461,l0001,p0148,Desmond Buckle,164 Queens Road,,London,SE15 2HP,51.472959,-0.054802,Desmond Buckle attended a meeting of the LCP here that discussed labour unrest in the Caribbean in August 1938,adult,male,1,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1938,1938,,,Whittall 2011: 325),OA 12/03/20
i0462,l0018,p0223,William B. Black,Madame Tussauds,,London,NW1 5LR,51.522971,-0.154329,William B. Black was an American GI with 643rd Port Company who visited here whilst on leave. He later thought of the torture chamber room whilst crossing the Pacific.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1945,1945,,Memoire,(Black 1947: 47),WW 13/03/20
i0463,l0202,p0223,William B. Black,,Liberty Club,London,WC1H 0HX,51.526663,-0.12966,"William B. Black was an American GI with 643rd Port Company who spend Christmas day here in 1944. He loved playing with the British children at the Party, who referred to him as a ""chocolate soldier"". ",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,1944,,Memoire,(Black 1947: 40),WW 13/03/20
i0464,l0205,p0224,Cleather H. Hathcock,,Curtis Green Building,London,SW1A 2JL,51.502789,-0.124192,"Cleather H. Hathcock was an American corporal from Alachua, Florida who attended the Criminial Investigation Department (CID) school here. He had a problem ""coordinating his typin' fingers with his noggin""",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,1945,https://digicom.bpl.lib.me.us/cgi/viewcontent.cgi?article=1046&context=ww_reg_his,Memoire,(Black 1947: 92),WW 13/03/20
i0465,l0034,p0225,Thomas L. Mckinney,,"University of London, Institute of Education, ",London,WC1E 7HU,51.52109,-0.128681,"Thomas L.Mckinney was an American corporal from Farmville, North Carolina, who attended the Institute of Education School here. The nickname of this former teacher was ""the thin man"".",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1944,1945,https://digicom.bpl.lib.me.us/cgi/viewcontent.cgi?article=1046&context=ww_reg_his,Memoire,(Black 1947: 101),WW 13/03/20
i0466,l0206,p0226,E. Ita Ekpenyon,71 Great Titchfield Street,,London,W1W 6RB,51.519221,-0.141017,E. Ita Ekpenyon was a Nigerian air-raid warden in wartime Westminster who resided at this location. He served his community heroically during the worst of the Blitz.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1939,Unkown,http://westendatwar.org.uk/documents/E._Ita_Ekpenyon_download_version_.pdf,Memoire,(Ekpenyon 1943: 35),WW 13/03/20
i0467,l0208,p0227,Israel Oludotun Ransome-Kuti,,Colonial Office Welfare Department,London,W1K 2HX,51.508438,-0.153066,"Israel Oludotun Ransome-Kuti was a Nigerian clergyman and activist who came here in summer 1943 to ""discuss affairs at WASU"". ",adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,July 1943,1943,1943,,Governmental,(CO 876/57),WW 18/03/20
i0468,l0208,p0026,Ladipo Solanke,,Colonial Office Welfare Department,London,W1K 2HX,51.508438,-0.153066,"Ladipo Solanke was a Nigerian student, lawyer and the co-founder of the West African Student's Union who came here in the summer of 1943 to appeal for a WASU-friendly Trustee to be appointed to the WASU hostel. ",adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,July 1943,1943,1943,,Governmental,(CO 876/57),WW 18/03/20
i0469,l0213,p0149,Robert Gardiner,,Church Missionary House,London,EC4Y 8AE,51.513549,-0.106644,Robert Gardiner was a Ghanaian economist who sat on the Anglo-African Committee of the Church Assembly Missionary Council.,adult,male,,,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1942,1942,,Governmental,(CO 876/57),WW 19/03/20
i0470,l0214,p0001,Harold Moody,,H.Q.E.T.O. United States Army,London,W1K 6LE,51.512067,-0.152517,"Harold Moody was a Jamaican doctor and founder of the LCP who was invited here to discuss ""the League’s proposal to do something to help the Negro American troops"". ",adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1942,1942,,Governmental,(CO 859/80/10),WW 19/03/20
i0471,l0067,p0228,Oladigbolu Coker,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,Oladigbolu Coker was the Nigerian Vice-President of WASU and Chairman of the Hotel board during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 19/03/20
i0472,l0067,p0229,John M. Coco-Bassey,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,J.M. Coco-Bassey was a Nigerian man who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 19/03/20
i0473,l0067,p0230,Olive Johnson,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,Olive Johnson was a Sierra Leonese woman who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,female,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 19/03/20
i0474,l0067,p0231,E.A.N.FF. Crabbe,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,E.A.N.FF. Crabbe was a West African barrister and President of WASU during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,male,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 19/03/20
i0475,l0067,p0232,L. Alli Balogun,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,L. Alli Balogun was a Nigerian student who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,female,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 19/03/20
i0476,l0067,p0233,W.A.G. Richter,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,W.A.G. Richter was a West African student from Edinburgh University who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,male,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 19/03/20
i0477,l0067,p0234,A. Curtis,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,A. Curtis was a West African woman who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,female,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 19/03/20
i0478,l0067,p0235,O.A. Thomas,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,O.A. Thomas was a Nigerian law student who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 19/03/20
i0479,l0067,p0236,O. Egbuna,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,O. Egbuna was a Nigerian man who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 19/03/20
i0480,l0067,p0237,J. O. Kosoko,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,J.O.Kosoko was a Nigerian man who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 19/03/20
i0481,l0067,p0238,A. J. Akiwumi ,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,A.J. Akiwumi  was a Nigerian man who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 19/03/20
i0482,l0067,p0176,F. O. Blaize,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,F.O. Blaize was a wealthy Nigerian merchant and Honourable Secretary of WASU who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 19/03/20
i0485,l0067,p0239,Alhaj. I. A. Seriki,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,Alhaj. I. A. Seriki was a Nigerian man who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0486,l0067,p0240,J. Galba Bankole Bright,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,J. Galba Bankole Bright was a Sierra Leonese man who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,male,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0487,l0067,p0241,James Quist-Therson,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,James Quist-Therson was a barrister who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,male,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0488,l0067,p0153,R.W. Beoku-Betts,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,R.W. Beoku-Betts was a Sierra Leonese Director of Socials at WASU and future WASU President who was present during Clement Attlee's visit to the WASU Hostel in Spring 1942.,adult,male,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,August 1941,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0489,l0097,p0153,R.W. Beoku-Betts,The Honourable Society of the Middle Temple,,London,EC4Y 9AT,51.5125,-0.112,R.W. Beoku-Betts was a Sierra Leonese law student who trained to be a barrister here. ,adult,male,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1941,1942,,Black Publication,(CO 876/56),WW 23/03/20
i0490,l0097,p0176,F.O. Blaize,The Honourable Society of the Middle Temple,,London,EC4Y 9AT,51.5125,-0.112,F.O. Blaize was a wealthy Nigerian merchant and Honourable Secretary of WASU who trained to be a barrister here. ,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1942,,Black Publication,(CO 876/56),WW 23/03/20
i0491,l0097,p0235,O. A. Thomas,The Honourable Society of the Middle Temple,,London,EC4Y 9AT,51.5125,-0.112,O.A. Thomas was a Nigerian law student who trained to become a barrister here.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1942,,Black Publication,(CO 876/56),WW 23/03/20
i0492,l0067,p0242,Frederick Rotimi Williams,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,Frederick Rotimi Williams was a Cambridge University law student and future President of the Nigerian Bar Association who was a member of WASU in 1941,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0493,l0067,p0243,M.E.R. Okorodudu,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,M.E.R. Okorodudu was a Nigerian student and future Chief who was a member of WASU in 1941.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0494,l0067,p0244,Emmanuel Obetsebi-Lamptey,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,"Emmanuel Obetsebi-Lamptey was a Ghanaian activist and one of the ""Bix Six"" who founded and led the United Gold Coast Convention (UGCC). He was a member of WASU in 1941.",adult,male,,,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0495,l0215,p0244,Emmanuel Obetsebi-Lamptey,The Honourable Society of the Inner Temple,,London,EC4Y 7HL,51.512891,-0.109782,"Emmanuel Obetsebi-Lamptey was a Ghanaian activist and one of the ""Bix Six"" who founded and led the United Gold Coast Convention (UGCC). He studied law at the Inner Temple.",adult,male,,,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1941,1942,,Black Publication,(CO 876/56),WW 23/03/20
i0496,l0067,p0245,A.J.Akinwumi,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,A.J.Akinwumi was a Nigerian law student who was a member of WASU in 1941.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0497,l0067,p0246,F. Kakan-Boadu,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,F. Kakan-Boadu was a male member of WASU in 1941.,adult,male,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0498,l0067,p0247,C. Kessie,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,C. Kessie was a long time Ghanaian member of WASU.,adult,male,,,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1933,1941,,Black Publication,"(CO 876/56), (Prais 2008: 75)",WW 23/03/20
i0499,l0067,p0248,Ali Balogun,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,Ali Balogun was a Nigerian law student and member of WASU in 1941.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0500,l0067,p0249,Ola Balogun,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,Olu Balogun was a Nigerian law student and member of WASU in 1941.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0501,l0067,p0250,Charles Onyeama,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,Charles Dadi Onyeama  was a future Justice of the Supreme Court of Nigeria who was a member of WASU in 1941.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0502,l0067,p0251,T.T Solaru,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,Reverend T.T Solaru was a future Nigerian Bishop who was a member of WASU in 1941.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0503,l0097,p0245,A.J.Akinwumi,The Honourable Society of the Middle Temple,,London,EC4Y 9AT,51.5125,-0.112,A.J.Akinwumi was a Nigerian law student who studied here.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1942,,Black Publication,(CO 876/56),WW 23/03/20
i0504,l0097,p0248,Ali Balogun,The Honourable Society of the Middle Temple,,London,EC4Y 9AT,51.5125,-0.112,Ali Balogun was a Nigerian law student who studied here.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1942,,Black Publication,(CO 876/56),WW 23/03/20
i0505,l0097,p0249,Ola Balogun,The Honourable Society of the Middle Temple,,London,EC4Y 9AT,51.5125,-0.112,Olu Balogun was a Nigerian law student who studied here.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1942,,Black Publication,(CO 876/56),WW 23/03/20
i0506,l0067,p0250,Kofoworola Abeni Pratt,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,"Kofoworola Abeni ""Ivy"" Pratt was the first black Nurse to work for the NHS. She was a member of WASU in 1941.",adult,female,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1941,http://nightingalesociety.com/backgrounders/8-kofoworola-abeni-pratt/,Black Publication,(CO 876/56),WW 23/03/20
i0507,l0216,p0250,Kofoworola Abeni Pratt,,Prince of Wales Hospital,London,N15 4UB,51.586949,-0.070388,"Kofoworola Abeni ""Ivy"" Pratt was the first black Nurse to work for the NHS. She worked at the Prince of Wales Hospital in Tottenham during the Second World War.",adult,female,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1941,1942,http://nightingalesociety.com/backgrounders/8-kofoworola-abeni-pratt/,Black Publication,(CO 876/56),WW 23/03/20
i0508,l0067,p0271,Dolly Morgan ,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,Dolly Morgan was a female nurse and member of WASU in 1941.,adult,female,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941,1941,,Black Publication,(CO 876/56),WW 23/03/20
i0509,l0217,p0271,Dolly Morgan ,Walton Community Hospital,,Walton-on-Thames,KT12 3LD,51.380016,-0.406413,Dolly Morgan was a female nurse who worked at Walton Hospital during the Second World War.,adult,female,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941,1942,,Black Publication,(CO 876/56),WW 23/03/20
